Code,Disease,ToMerge
E2376,"90 Expandable controller, re",ck
E2377,"Expandable controller, initl",ck
E2377,"90 Expandable controller, in",ck
E2377,"90 Expandable controller, in",
E2377,"90 Expandable controller, in",
E2378,Pw actuator replacement,
E2378,90 Pw actuator replacement,
E2378,90 Pw actuator replacement,
E2378,90 Pw actuator replacement,pl
E2381,Pneum drive wheel tire,pl
E2381,90 Pneum drive wheel tire,pl
E2381,90 Pneum drive wheel tire,
E2381,90 Pneum drive wheel tire,itl
E2382,"Tube, pneum wheel drive tire",itl
E2382,"90 Tube, pneum wheel drive t",itl
E2382,"90 Tube, pneum wheel drive t",
E2382,"90 Tube, pneum wheel drive t",
E2383,"Insert, pneum wheel drive",
E2383,"90 Insert, pneum wheel drive",
E2383,"90 Insert, pneum wheel drive",
E2383,"90 Insert, pneum wheel drive",
E2384,Pneumatic caster tire,
E2384,90 Pneumatic caster tire,
E2384,90 Pneumatic caster tire,
E2384,90 Pneumatic caster tire,ire
E2385,"Tube, pneumatic caster tire",ire
E2385,"90 Tube, pneumatic caster ti",ire
E2385,"90 Tube, pneumatic caster ti",
E2385,"90 Tube, pneumatic caster ti",
U.S. D,"TMENT OF LABOR, OFFICE OF WO",
FEE SC,LE MODIFIER LEVEL TABLES,
Effect,"Date: August 30, 2019",
Last U,"e: March 30, 2020",
CPT/HC,MOD MOD LEV DESCRIPTION,
E2386,Foam filled drive wheel tire,
E2386,90 Foam filled drive wheel t,
E2386,90 Foam filled drive wheel t,re
E2386,90 Foam filled drive wheel t,re
E2387,Foam filled caster tire,re
E2387,90 Foam filled caster tire,RKERS' COMPENSATION PROGRAMS
E2387,90 Foam filled caster tire,
E2387,90 Foam filled caster tire,
E2388,Foam drive wheel tire,
E2388,90 Foam drive wheel tire,
E2388,90 Foam drive wheel tire,
E2388,90 Foam drive wheel tire,ire
E2389,Foam caster tire,ire
E2389,90 Foam caster tire,ire
E2389,90 Foam caster tire,
E2389,90 Foam caster tire,
E2390,Solid drive wheel tire,
E2390,90 Solid drive wheel tire,
E2390,90 Solid drive wheel tire,
E2390,90 Solid drive wheel tire,
E2391,Solid caster tire,
E2391,90 Solid caster tire,
E2391,90 Solid caster tire,
E2391,90 Solid caster tire,
E2392,"Solid caster tire, integrate",
E2392,"90 Solid caster tire, integr",
E2392,"90 Solid caster tire, integr",
E2392,"90 Solid caster tire, integr",
E2394,Drive wheel excludes tire,
E2394,90 Drive wheel excludes tire,
E2394,90 Drive wheel excludes tire,
E2394,90 Drive wheel excludes tire,
E2395,Caster wheel excludes tire,
E2395,90 Caster wheel excludes tir,
E2395,90 Caster wheel excludes tir,
E2395,90 Caster wheel excludes tir,ate
E2396,Caster fork,ate
E2396,90 Caster fork,ate
E2396,90 Caster fork,
E2396,90 Caster fork,
E2397,"Pwc acc, lith-based battery",
E2397,"90 Pwc acc, lith-based batte",
E2397,"90 Pwc acc, lith-based batte",
E2397,"90 Pwc acc, lith-based batte",e
E2398,ynamic Pos Back Hardware,e
E2398,90 Wc Dynamic Pos Back Hardw,e
E2398,90 Wc Dynamic Pos Back Hardw,
E2398,90 Wc Dynamic Pos Back Hardw,
E2402,Neg press wound therapy pump,
E2402,90 Neg press wound therapy p,
E2402,90 Neg press wound therapy p,
E2402,90 Neg press wound therapy p,ry
E2500,SGD digitized pre-rec <=8min,ry
E2500,90 SGD digitized pre-rec <=8,ry
E2500,90 SGD digitized pre-rec <=8,
E2500,90 SGD digitized pre-rec <=8,are
E2502,SGD prerec msg >8min <=20min,are
E2502,90 SGD prerec msg >8min <=20,are
E2502,90 SGD prerec msg >8min <=20,
E2502,90 SGD prerec msg >8min <=20,ump
E2504,SGD prerec msg>20min <=40min,ump
E2504,90 SGD prerec msg>20min <=40,ump
E2504,90 SGD prerec msg>20min <=40,min
E2504,90 SGD prerec msg>20min <=40,min
E2506,SGD prerec msg > 40 min,min
E2506,90 SGD prerec msg > 40 min,
E2506,90 SGD prerec msg > 40 min,min
E2506,90 SGD prerec msg > 40 min,RKERS' COMPENSATION PROGRAMS
E2508,SGD spelling phys contact,
E2508,90 SGD spelling phys contact,
E2508,90 SGD spelling phys contact,
E2508,90 SGD spelling phys contact,
E2510,SGD w multi methods msg/accs,min
E2510,90 SGD w multi methods msg/a,min
E2510,90 SGD w multi methods msg/a,
E2510,90 SGD w multi methods msg/a,
E2511,SGD sftwre prgrm for PC/PDA,
E2511,90 SGD sftwre prgrm for PC/P,
E2511,90 SGD sftwre prgrm for PC/P,
E2511,90 SGD sftwre prgrm for PC/P,
E2512,SGD accessory,
E2512,90 SGD accessory,
E2512,90 SGD accessory,
E2512,90 SGD accessory,ccs
E2599,"SGD accessory, n.o.c.",ccs
E2601,Gen w/c cushion wdth < 22 in,ccs
E2601,90 Gen w/c cushion wdth < 22,
E2601,90 Gen w/c cushion wdth < 22,DA
E2601,90 Gen w/c cushion wdth < 22,DA
E2602,Gen w/c cushion wdth >=22 in,DA
E2602,90 Gen w/c cushion wdth >=22,
E2602,90 Gen w/c cushion wdth >=22,
E2602,90 Gen w/c cushion wdth >=22,
E2603,Skin protect wc cus wd <22in,
E2603,90 Skin protect wc cus wd <2,
E2603,90 Skin protect wc cus wd <2,
E2603,90 Skin protect wc cus wd <2,in
E2604,Skin protect wc cus wd>=22in,in
E2604,90 Skin protect wc cus wd>=2,in
E2604,90 Skin protect wc cus wd>=2,
E2604,90 Skin protect wc cus wd>=2,in
E2605,Position wc cush wdth <22 in,in
E2605,90 Position wc cush wdth <22,in
E2605,90 Position wc cush wdth <22,
E2605,90 Position wc cush wdth <22,2in
E2606,Position wc cush wdth>=22 in,2in
E2606,90 Position wc cush wdth>=22,2in
E2606,90 Position wc cush wdth>=22,
E2606,90 Position wc cush wdth>=22,2in
E2607,Skin pro/pos wc cus wd <22in,2in
E2607,90 Skin pro/pos wc cus wd <2,2in
E2607,90 Skin pro/pos wc cus wd <2,
E2607,90 Skin pro/pos wc cus wd <2,in
E2608,Skin pro/pos wc cus wd>=22in,in
E2608,90 Skin pro/pos wc cus wd>=2,in
E2608,90 Skin pro/pos wc cus wd>=2,
E2608,90 Skin pro/pos wc cus wd>=2,in
E2609,"Cus fabricated wc seat cush,",in
E2610,"Wc seat cush, powered",in
E2611,Gen use back cush wdth <22in,
E2611,90 Gen use back cush wdth <2,2in
E2611,90 Gen use back cush wdth <2,2in
E2611,90 Gen use back cush wdth <2,2in
E2612,Gen use back cush wdth>=22in,
E2612,90 Gen use back cush wdth>=2,
E2612,90 Gen use back cush wdth>=2,2in
E2612,90 Gen use back cush wdth>=2,2in
E2613,Position back cush wd <22in,2in
E2613,90 Position back cush wd <22,
E2613,90 Position back cush wd <22,RKERS' COMPENSATION PROGRAMS
E2613,90 Position back cush wd <22,
E2614,Position back cush wd>=22in,
E2614,90 Position back cush wd>=22,
E2614,90 Position back cush wd>=22,
E2614,90 Position back cush wd>=22,2in
E2615,Pos back post/lat wdth <22in,2in
E2615,90 Pos back post/lat wdth <2,2in
E2615,90 Pos back post/lat wdth <2,
E2615,90 Pos back post/lat wdth <2,in
E2616,Pos back post/lat wdth>=22in,in
E2616,90 Pos back post/lat wdth>=2,in
E2616,90 Pos back post/lat wdth>=2,
E2616,90 Pos back post/lat wdth>=2,in
E2617,"Cus fabricated wc back cush,",in
E2619,Replace cover w/c seat cush,in
E2619,90 Replace cover w/c seat cu,
E2619,90 Replace cover w/c seat cu,2in
E2619,90 Replace cover w/c seat cu,2in
E2620,WC planar back cush wd <22in,2in
E2620,90 WC planar back cush wd <2,
E2620,90 WC planar back cush wd <2,2in
E2620,90 WC planar back cush wd <2,2in
E2621,WC planar back cush wd>=22in,2in
E2621,90 WC planar back cush wd>=2,any size
E2621,90 WC planar back cush wd>=2,
E2621,90 WC planar back cush wd>=2,sh
E2622,Adj skin pro/pos cus<22in,sh
E2623,Adj skin pro wc cus wd>=22in,sh
E2624,Adj skin pro/pos cus<22in,
E2625,Adj skin pro/pos wc cus>=22,2in
E2626,Seo mobile arm sup att to wc,2in
E2626,90 Seo mobile arm sup att to,2in
E2626,90 Seo mobile arm sup att to,
E2626,90 Seo mobile arm sup att to,2in
E2627,Arm supp att to wc rancho ty,2in
E2627,90 Arm supp att to wc rancho,2in
E2627,90 Arm supp att to wc rancho,
E2627,90 Arm supp att to wc rancho,
E2628,Mobile arm supports reclinin,
E2628,90 Mobile arm supports recli,
E2628,90 Mobile arm supports recli,
E2628,90 Mobile arm supports recli,wc
E2629,Friction dampening arm supp,wc
E2629,90 Friction dampening arm su,wc
E2629,90 Friction dampening arm su,
E2629,90 Friction dampening arm su,ty
E2630,Monosuspension arm/hand supp,ty
E2630,90 Monosuspension arm/hand s,ty
E2630,90 Monosuspension arm/hand s,
E2630,90 Monosuspension arm/hand s,nin
E2631,Elevat proximal arm support,nin
E2631,90 Elevat proximal arm suppo,nin
E2631,90 Elevat proximal arm suppo,
E2631,90 Elevat proximal arm suppo,pp
E2632,Offset/lat rocker arm w/ela,pp
E2632,90 Offset/lat rocker arm w/e,pp
E2632,90 Offset/lat rocker arm w/e,rt
E2632,90 Offset/lat rocker arm w/e,rt
E2633,Mobile arm support supinator,rt
E2633,90 Mobile arm support supina,
E2633,90 Mobile arm support supina,la
E2633,90 Mobile arm support supina,RKERS' COMPENSATION PROGRAMS
EDCAN,FECA Dep Dir Auth,
EXTRA,Court costs/collection agenc,
FOLUP,OWCP-requested follow-up rep,
FORGN,Foreign Dummy Procedure Code,
FR001,Case file review-15 min; EEO,la
FR002,Supplemental code for file &,la
FR003,Diagnosis Clarification file,
FR004,Impairment Rating file revie,tor
FURNI,Furniture; non-DME,tor
G0008,Admin influenza virus vac,tor
G0009,Admin pneumococcal vaccine,
G0010,Admin hepatitis b vaccine,y fees/etc-payable on delin bills
G0027,Semen analysis,ort with additional med/other evidence
G0068,Adm Of Infusion Drug In Home,
G0069,Adm Of Immune Drug In Home,ICP only
G0070,Adm Of Chemo Drug In Home,case review; EEOICP only
G0071,Comm Svcs By Rhc/Fqhc 5 Min,review only; EEOICP only
G0076,Care Manag H Vst New Pt 20 M,w only; EEOICP only
G0077,Care Manag H Vst New Pt 30 M,
G0078,Care Manag H Vst New Pt 45 M,
G0079,Care Manag H Vst New Pt 60 M,
G0080,Care Manag H Vst New Pt 75 M,
G0081,Care Man H V Ext Pt 20 Mi,
G0082,Care Man H V Ext Pt 30 M,
G0083,Care Man H V Ext Pt 45 M,
G0084,Care Man H V Ext Pt 60 M,
G0085,Care Man H V Ext Pt 75 M,
G0086,Care Man Home Care Plan 30 M,
G0087,Care Man Home Care Plan 60 M,
G0101,CA screen;pelvic/breast exam,
G0102,Prostate ca screening; dre,
G0103,"Psa, total screening",
G0104,CA screen;flexi sigmoidscope,
G0105,Colorectal scrn; hi risk ind,
G0105,56 Colorectal scrn; hi risk,
G0106,Colon CA screen;barium enema,
G0106,63 Colon CA screen;barium en,
G0106,62 Colon CA screen;barium en,
G0108,Diab manage trn per indiv,
G0109,Diab manage trn ind/group,
G0120,Colon ca scrn; barium enema,
G0120,63 Colon ca scrn; barium ene,
G0120,62 Colon ca scrn; barium ene,
G0121,Colon ca scrn not hi rsk ind,
G0121,56 Colon ca scrn not hi rsk,ind
G0122,Colon ca scrn; barium enema,
G0122,76 Colon ca scrn; barium ene,ema
G0122,75 Colon ca scrn; barium ene,ema
G0123,Screen cerv/vag thin layer,
G0124,Screen c/v thin layer by MD,
G0127,Trim nail(s),
G0128,CORF skilled nursing service,ma
G0129,O.T. component of partial ho,ma
G0130,Single energy x-ray study,
G0130,70 Single energy x-ray study,ind
G0130,70 Single energy x-ray study,
G0141,"Scr c/v cyto,autosys and md",/ 10 min.
G0143,"Scr c/v cyto,thinlayer,rescr",sp serv/day
G0144,"Scr c/v cyto,thinlayer,rescr",
G0145,"Scr c/v cyto,thinlayer,rescr",
G0147,"Scr c/v cyto, automated sys",
G0148,"Scr c/v cyto, autosys, rescr",RKERS' COMPENSATION PROGRAMS
G0151,"HHCP-serv of pt,ea 15 min",
G0152,"HHCP-serv of ot,ea 15 min",
G0153,"HHCP-svs of s/l path,ea 15mn",
G0154,"HHCP-svs of rn,ea 15 min",
G0155,"HHCP-svs of csw,ea 15 min",
G0156,"HHCP-svs of aide,ea 15 min",
G0157,HHC pt assistant ea 15,
G0158,HHC ot assistant ea 15,
G0159,HHC pt maint ea 15 min,
G0160,HHC occup therapy ea 15,
G0161,HHC slp ea 15 min,
G0162,"HHC rn E&M plan svs, 15 min",
G0163,HHC lpn/rn obs/asses ea 15,
G0164,HHC lis nurse train ea 15,
G0166,"Extrnl counterpulse, per tx",
G0168,Wound closure by adhesive,
G0182,Hospice care supervision,
G0186,"Dstry eye lesn,fdr vssl tech",
G0190,Immunization administration,
G0191,"Immunization admin, each add",
G0192,Immunization oral/intranasal,
G0202,Screening mammography,
G0202,18 Screening mammography,
G0202,18 Screening mammography,
G0204,"Diagnostic mammography, bila",
G0204,"69 Diagnostic mammography, b",
G0204,"67 Diagnostic mammography, b",
G0206,"Diagnostic mammography, unil",
G0206,"70 Diagnostic mammography, u",
G0206,"68 Diagnostic mammography, u",
G0219,PET img wholbod melano nonco,
G0219,78 PET img wholbod melano no,
G0219,77 PET img wholbod melano no,
G0237,"Therapeutic procedures, c 15",
G0238,"Therapeutic procedures, not",teral
G0239,"Therapeutic proced, not G023",ilateral
G0245,Initial foot exam pt lops,ilateral
G0246,Followup eval of foot pt lop,ateral
G0247,Routine footcare pt w lops,nilateral
G0248,Demonstrate use home inr mon,nilateral
G0249,"Provide test material,equipm",
G0250,MD review interpret of test,nco
G0252,PET imaging initial dx,nco
G0252,78 PET imaging initial dx,min
G0252,77 PET imaging initial dx,"G0237, c 15 min"
G0257,Unsched dialysis ESRD pt hos,"6, 2 or more"
G0260,Inj for sacroiliac jt anesth,
G0268,Removal of impacted wax md,
G0270,MNT subs tx for change dx,
G0271,Group MNT 2 or more 30 mins,
G0276,Pild/placebo control clin tr,
G0277,"Hbot, full body chamger, 30m",
G0278,"Iliac art angio,cardiac cath",
G0281,Elec stim unattend for press,
G0283,Elec stim other than wound,
G0288,"Recon, CTA for surg plan",
G0289,"Arthro, loose body + chondro",
G0306,CBC/diffwbc w/o platelet,
G0307,CBC without platelet,
G0328,Fecal blood scrn immunoassay,
G0328,86 Fecal blood scrn immunoas,
G0329,Electromagnetic tx for ulcer,RKERS' COMPENSATION PROGRAMS
G0333,Dispense fee initial 30 day,
G0337,Hospice evaluation preelecti,
G0339,"Robot lin-radsurg com, first",
G0340,Robot linear steroradio max5,
G0341,Percutaneous islet cell tran,
G0342,aparoscopy islet cell transp,
G0343,aparotomy islet cell transpl,
G0364,Bone marrow aspirate &biopsy,
G0365,Vessel mapping hemo access,say
G0365,59 Vessel mapping hemo acces,s
G0365,58 Vessel mapping hemo acces,
G0372,MD service required for PMD,
G0378,Hospital observation per hr,session
G0379,Direct admit hospital observ,
G0389,Ultrasound exam AAA screen,splant
G0389,44 Ultrasound exam AAA scree,lant
G0389,43 Ultrasound exam AAA scree,ant
G0390,Trauma Respons w/hosp criti,
G0396,Alcohol/subs interv 15-30mn,
G0397,Alcohol/subs interv >30 min,s
G0403,EKG for initial prevent exam,s
G0404,EKG tracing for initial prev,
G0405,EKG interpret & report preve,
G0406,Inpt/tele follow up 15,
G0407,Inp/tele follow up 25,
G0408,Inpt/tele follow up 35,n
G0409,CORF related serv 15 mins ea,n
G0410,Grp psych partial hosp 45-50,
G0411,Inter active grp psych parti,
G0412,pen tx iliac spine uni/bil,
G0413,elvic ring fracture uni/bil,
G0414,elvic ring fx treat int fix,
G0415,pen tx post pelvic fxcture,
G0416,Sat biopsy 10-20,
G0416,44 Sat biopsy 10-20,
G0416,43 Sat biopsy 10-20,
G0420,"Ed svc CKD ind, per hr",
G0421,Ed svc CKD grp per hr,
G0422,Intens cardiac rehab w/exerc,
G0423,Intens cardiac rehab no exer,
G0424,Pulmonary rehab w exer,
G0425,Inpt/ed teleconsult 30,
G0426,Inpt/ed teleconsult 50,
G0427,Inpt/ed teleconsult 70,
G0428,Collagen meniscus implant,
G0429,Dermal filler injection(s),
G0431,Drug screen multiple class,
G0432,Eia hiv-1/hiv-2 screen,
G0433,Elisa hiv-1/hiv-2 screen,
G0434,Drug screen multi drug class,
G0434,90 Drug screen multi drug cl,
G0435,Oral hiv-1/hiv-2 screen,
G0448,Place perm pacing cardiovert,
G0460,Autologous PRP for ulcers,
G0462,Immunohisto/cyto chem add,
G0462,90 Immunohisto/cyto chem add,
G0462,90 Immunohisto/cyto chem add,
G0463,Hospital outpt clinic visit,
G0464,"Colorec ca scr, sto bas dna",
G0466,FQHC visit new patient,
G0467,"FQHC visit, estab pt",
G0468,"FQHC visit, ippe or awv",RKERS' COMPENSATION PROGRAMS
G0469,"FQHC visit, mh new pt",
G0470,"FQHC visit, mh est pt",
G0471,Ven blood coll snf/hha,
G0472,Hep C screen high risk/other,
G0473,Group behav couns 2-10,
G0491,Dialysis Acu Kidney No Esrd,
G0492,Md/Oth Eval Acut Kid No Esrd,
G0493,Rn Care Ea 15 Min Hh/Hospice,
G0494,Lpn Care Ea 15Min Hh/Hospice,
G0495,Rn Care Train/Edu In Hh,
G0496,Lpn Care Train/Edu In Hh,
G0498,Chemo Extend Iv Infus W/Pump,
G0499,Hepb Screen High Risk Indiv,
G0500,Mod Sedat Endo Service >5Yrs,
G0501,Resource-Inten Svc During Ov,
G0502,"Init Psych Care Manag, 70Min",
G0503,"Subseq Psych Care Man,60Mi",
G0504,Init/Sub Psych Care Add 30 M,
G0505,Cog/Func Assessment Outpt,
G0506,Comp Asses Care Plan Ccm Svc,
G0507,Care Manage Serv Minimum 20,
G0508,Crit Care Telehea Consult 60,
G0509,Crit Care Telehea Consult 50,
G0516,"Insert Drug Implant,>=4",
G0659,Drug Test Def Simple All Cl,
G1000,Cdsm Applied Pathways,
G1001,Cdsm Evicore,
G1002,Cdsm Medcurrent,
G1003,Cdsm Medicalis,
G1004,Cdsm Ndsc,
G1005,Cdsm Nia,
G1006,Cdsm Test Approp,
G1007,Cdsm Aim,
G1008,Cdsm Cranberry Pk,
G1009,Cdsm Sage Health,
G1010,Cdsm Stanson,
G1011,Cdsm Qualified Nos,
G2000,Blinded Conv. Tx Mdd Clin Tr,
G2010,Remot Image Submit By Pt,
G2011,Alcohol/Sub Abuse Assess,
G2012,Brief Check In By Md/Qhp,
G2021,Hea Care Pract Tx In Place,
G2022,"Benef Refuses Service, Mod",
G2058,Ccm Add 20Min,
G2061,Qual Nonmd Est Pt 5-10M,
G2062,Qual Nonmd Est Pt 11-20M,
G2063,Qual Nonmd Est Pt 21>Min,
G2064,Md Mang High Risk Dx 30,
G2065,Clin Mang H Risk Dx 30,
G2066,Inter Devc Remote 30D,
G2067,Med Assist Tx Meth Wk,
G2068,Med Assist Tx Bupre Oral,
G2069,Med Assist Tx Inject,
G2070,Med Assist Tx Implant,
G2071,Med Tx Remove Implant,
G2072,Med Tx Insertremove Imp,
G2073,Med Tx Naltrexone,
G2074,Med Assist Tx No Drug,
G2075,Med Tx Meds Nos,
G2076,Intake Act Wmed Exam,
G2077,Periodic Assessment,
G2078,Take-Home Meth,RKERS' COMPENSATION PROGRAMS
G2079,Take-Hom Buprenorphine,
G2080,Add 30 Mins Counsel,
G2081,Pt 66+ Snp Or Ltc Pos > 90D,
G2082,Visit Esketamine 56M Or Less,
G2083,"Visit Esketamine, > 56M",
G2086,Off Base Opioid Tx 70Min,
G2087,"Off Base Opioid Tx, 60 M",
G2088,"Off Base Opioid Tx, Add30",
G2089,A1C Level 7 To 9%,
G2090,Pt 66+ Frailty And Med Dem,
G2091,Pt 66+ Frailty And Adv Ill,
G2092,Ace Arb Arni,
G2093,Med Doc Rsn No Ace Arn Arni,
G2094,Pt Rsn No Ace Arn Arni,
G2095,Sys Rsn No Ace Arn Arni,
G2096,No Rsn Ace Arb Arni,
G2097,Child Dx Uri 3D Of Other Dx,
G2098,Pt 66+ Frailty And Med Dem,
G2099,Pt 66+ Frailty And Adv Ill,
G2100,Pt 66+ Frailty And Med Dem,
G2101,Pt 66+ Frailty And Adv Ill,
G2102,Dil Retinal Eye Exam,
G2103,7 Stereo Photos Interpret,
G2104,Eye Img Valid W7 Stereo,
G2105,Pt 66+ Lt Ints > 90,
G2106,Pt 66+ Lt Ints > 90,
G2107,Pt 66+ Frailty And Adv Ill,
G2108,Pt 66+ Lt Ints > 90,
G2109,Pt 66+ Frailty And Med Dem,
G2110,Pt 66+ Frailty And Adv Ill,
G2112,Pred<=5 Mg Ra Glu <6M,
G2113,"Pred>5 Mg >6M, No Chg Da",
G2114,Pt 66-80 Frailty And Med Dem,
G2115,Pt 66+ Frailty And Med Dem,
G2116,Pt 66+ Frailty And Adv Ill,
G2117,Pt 66-80 Frailty And Adv Ill,
G2118,Pt 81+ Frailty,
G2119,Calc Vitd Opt,
G2120,No Calc Vitd Opt,
G2121,Psy Dep Anx Ap And Icd Asse,
G2122,Psydepanxapandicd Noasse,
G2123,Pt 66-80 Frailty Med Dem,
G2124,Pt 66-80 Frailty Adv Ill,
G2125,Pt 81+ Frailty,
G2126,Pt 66+ Frailty Adv Ill,
G2127,Pt 66+ Frailty Med Dem,
G2128,No Aspirin Med Rsn,
G2129,No Bp Outpt,
G2130,Pt 66+ Lt Inst > 90,
G2131,Pt 81+ Frailty,
G2132,Pt 66-80 Frailty And Med Dem,
G2133,Pt 66-80 Frailty And Adv Ill,
G2134,Pt 66+ Frailty And Med Dem,
G2135,Pt 66+ Frailty And Adv Ill,
G2136,Bk Pain Vas 6-20Wk = 3,
G2137,Bk Pain Vas 6-20Wk > 3,
G2138,Bk Pain Vas 9-15Mo = 3,
G2139,Bk Pain Vas 9-20Mo > 3,
G2140,Leg Pain Vas 6-20Wk = 3,
G2141,Leg Pain Vas 6-20Wk > 3,
G2142,Fs Odi 9-15Mo Postop<= 22,
G2143,Fs Odi 9-15Mo > 22,RKERS' COMPENSATION PROGRAMS
G2144,Fs Odi 6-20Wk Postop > 22,
G2145,Fsodi 6-20Wk >22 Or Chg 30Pt,
G2146,Leg Pain Vas 9-15Mo <= 3,
G2147,Leg Pain Vas 9-15Mo > 3,
G2148,Mpm Used,
G2149,No Mpm Med Rsn,
G2150,No Mpm,
G2151,Dx Degen Neuro,
G2152,Res Change Sc =0,
G2153,Hosp Dur Meas Pd,
G2154,Td 9 Yrs Start End Meas,
G2155,Hist Contraindications,
G2156,No Prior Td Or Hx Contra,
G2157,Pneum Vacc 12 Mo 60+,
G2158,Pneum Vacc Adv Rx,
G2159,No Pneum Vacc 12 Mo 60+,
G2160,Herpzos 50+,
G2161,Adv Rx Zos,
G2162,No Herpzos 50+,
G2163,Infl Vacc 0701 To 0630,
G2164,Adv Rx Infl Vacc,
G2165,No Infl Vacc 0701 To 0630,
G2166,No Pt Adm Dx No Neck Fs Prom,
G2167,Res Change Sc < 0,
G3001,"Admin + supply, tositumomab,",
G6001,Echo guidance radiotherapy,
G6002,Stereoscopic x-ray guidance,
